###❝에스페란토 어근❞, ❝(완전히 동일한) 에스페란토 어근❞   으로 구성된 행은、대응하는 치환 후 문자열이 존재하는 경우와 동일한 우선순위를 가지지만、 실제로는 문자열(한자) 치환을 수행하지 않는 것을 의미합니다.
에스페란토 어근##, 일본어 번역 루비##
ŝtrump,양말
tegment,지붕
telefon,전화
industri,산업
kilogram,킬로그램
okcident,서쪽
pantalon,바지
abi,전나무
agl,독수리
ber,장과
bot,장화
bul,덩어리
dat,날짜
glu,풀
jup,치마
kav,구멍
lan,양털
led,가죽
mod,유행
mor,풍속
pin,소나무
pip,파이프
piz,완두
put,우물
rel,레일
riz,쌀
rok,바위
suk,즙
tem,주제
tub,관
tur,탑
vat,솜
vaz,병
zon,띠
arme,군대
bank,은행
bien,토지
bier,맥주
bret,선반
brik,벽돌
cikl,주기
ĉap,모자
drat,철사
epok,시대
fask,묶음
feri,휴일
film,필름
flam,불꽃
flos,부유
fojn,건초
fulm,번개
glob,구체
grad,정도
gust,맛
kadr,틀
krem,크림
kurb,곡선
kurs,강좌
larm,눈물
leon,사자
litr,리터
luks,사치
meti,수공업
metr,미터
najl,못
nest,둥지
pajl,짚
plac,광장
plad,접시
plan,계획
poet,시인
pugn,주먹
ring,고리
sabl,모래
scen,무대
skal,척도
soci,사회
spac,공간
stal,외양간
task,임무
tomb,무덤
verm,벌레
vers,시구
viol,제비꽃
agord,조율
balon,풍선
bilet,표
burĝ,부르주아
centr,중심
etaĝ,층
farun,곡분
figur,모양
frost,혹한
gorĝ,목구멍
grund,지반
haven,항구
hotel,호텔
humor,기분
karot,당근
katar,카타르
kling,칼날
koton,솜
kvant,양
lepor,산토끼
makul,얼룩
manik,소매
membr,회원
mizer,비참
nebul,안개
organ,기관
parti,정당
pastr,성직자
radik,뿌리
serur,자물쇠
solid,고체
sonor,소리
strek,선
ŝvit,땀
tabak,담배
tabel,표
titol,제목
tondr,천둥
valiz,가방
ventr,배
alumet,성냥
aparat,장치
brasik,양배추
citron,레몬
ĉifon,넝마
dekliv,비탈
dezert,사막
elektr,전기
energi,에너지
fianĉ,약혼자
hirund,제비
kelner,급사
kvalit,품질
majstr,달인
mantel,망토
martel,망치
matrac,매트리스
menton,턱
oranĝ,오렌지
origin,기원
potenc,권력
salajr,급료
sekund,초
societ,협회
stomak,위
ŝultr,어깨
tapiŝ,카펫
tritik,밀
aventur,모험
cigared,담배
distanc,거리
embaras,당혹
kamarad,친구
kaserol,냄비
komitat,위원회
kongres,대회
kvadrat,정사각형
magazen,창고
pasport,여권
politik,정치
registr,등록부
ter/pom##,ter/pom##
akcident,사고
aŭtobus,버스
aŭtomat,자동장치
ĉokolad,초콜릿
direktor,관리자
instinkt,본능
karakter,성격
kaŭĉuk,고무
material,재료
standard,기
telegraf,전신기
restoraci,레스토랑
ark,호형
baz,기초
beb,아기
bub,장난꾸러기
bud,가건물
fel,모피
hok,갈고리
huf,발굽
jur,법
kas,금고
kin,영화
kom,콤마
kot,진흙
lup,늑대
mam,유방
map,지도
min,광산
mus,생쥐
net,청서
nod,매듭
orf,고아
ort,직각
pat,프라이팬
pil,전지
pir,배
pup,인형
rat,쥐
rip,늑골
rob,옷
tip,전형
ton,음조
urs,곰
var,상품
vel,돛
vit,포도나무
abel,꿀벌
aŭt,자동차
bluz,블라우스
boat,보트
brov,눈썹
cerb,뇌
ĉek,수표
ĉen,사슬
disk,원반
dram,연극
drap,직물
duŝ,샤워
ezok,꼬치고기
farb,물감
febr,고열
fend,틈
foir,시장
fost,기둥
frag,딸기
fulg,그을음
funt,파운드
gant,장갑
geni,천재
glor,영광
golf,만
hajl,우박
hero,영웅
kemi,화학
kord,현
kork,코르크
krad,격자
kran,꼭지
kret,분필
kriz,위기
kron,왕관
kugl,탄환
kupr,구리
lift,엘리베이터
list,목록
mast,돛대
nadl,바늘
nerv,신경
oliv,올리브
park,공원
pasi,열정
pask,부활절
pelt,모피
plet,쟁반
poem,시
proz,산문
pulm,폐
pulv,화약
rang,지위
revu,잡지
ritm,리듬
seks,성
sens,감각
silk,비단
simi,원숭이
sojl,문턱
stil,문체
stri,줄
ŝel,껍질
tend,텐트
verb,동사
verg,가지
vert,정수리
vidv,홀아비
virt,덕
vual,베일
vulp,여우
afiŝ,포스터
album,앨범
almoz,구걸
arane,거미
asoci,협회
avenu,가로수길
aviad/il##,aviad/il##
barel,통
bazar,시장
betul,자작나무
brems,브레이크
butik,가게
detal,세부
diabl,악마
emoci,감동
enigm,수수께끼
esenc,본질
faŭk,큰 입구
fizik,물리
framb,나무딸기
grajn,곡물알
ĥemi,화학
ideal,이상
juvel,보석
katen,족쇄
kitel,가운
kruĉ,주전자
krust,껍질
kubut,팔꿈치
kukol,뻐꾸기
kverk,참나무
lamen,박편
marĉ,늪
metod,방법
model,모형
motor,모터
nivel,수준
palac,궁전
panj,엄마
penik,붓
pioĉ,곡괭이
plumb,납
poezi,시가
salon,살롱
saŭc,소스
sitel,양동이
sklav,노예
sport,스포츠
stamp,도장
stang,막대기
stump,그루터기
ŝtal,강철
ŝtof,직물
teatr,극장
teori,이론
teren,터
trajn,열차
trajt,특징
trunk,줄기
venen,독
veŝt,조끼
abomen,혐오
anĝel,천사
animal,동물
apetit,식욕
apotek,약국
benzin,가솔린
bicikl,자전거
bombon,캔디
cement,시멘트
ĉeriz,버찌
desert,디저트
fabrik,공장
financ,재정
funebr,애도
funkci,기능
garaĝ,차고
imperi,제국
impost,세금
impres,인상
kalkan,발뒤꿈치
kalson,팬티
kamion,트럭
kandel,양초
kanzon,칸초네
kastel,성
klient,고객
kol/um##,kol/um##
kurten,커튼
mandat,위임
mister,신비
moskit,모기
muskol,근육
ombrel,우산
paĉj,아빠
parfum,향수
patron,후원자
petrol,석유
posten,직위
pozici,위치
proces,소송
profit,이익
proviz,저장
pulvor,가루
recept,요리법
rekord,기록
rezerv,예약
signal,신호
sistem,체계
surfac,표면
ŝofor,운전기사
tajlor,재단사
trezor,보물
trikot,트리코트
vakcin,백신
advokat,변호사
alkohol,알코올
ampleks,크기
broŝur,팸플릿
bulvard,대로
deficit,적자
ekonomi,경제
elefant,코끼리
ĵurnal,신문
kabinet,내각
kapital,자본
koncert,콘서트
krepusk,"황혼, 여명"
kvartal,구역
miliard,십억
pejzaĝ,풍경
problem,문제
profesi,직업
simpati,공감
student,학생
ŝraŭb,나사
tempest,폭풍우
traktor,트랙터
tri/angul##,tri/angul##
trotuar,보도
adjektiv,형용사
dekoraci,장식
ekvilibr,균형
esperant,에스페란토
hospital,병원
intelekt,지성
kalendar,달력
kilometr,킬로미터
komision,위원회
meĥanik,역학
milimetr,밀리미터
original,원작
pretekst,핑계
struktur,구조
telegram,전보
tribunal,법정
bibliotek,도서관
fundament,기초
inĝenier,기사
konferenc,회의
konscienc,양심
literatur,문학
meĥanism,기계장치
rekompenc,보상
respublik,공화국
sekretari,비서
apartament,아파트
aŭtomobil,자동차
aŭtoritat,권위
instrument,기구
medikament,약품
temperatur,온도
cirkonstanc,상황
eksperiment,실험
mal/varm/um##,mal/varm/um##
ajl,마늘
akn,여드름
aks,축
akt,막
ale,가로수길
alg,해초
apr,멧돼지
azi,아시아
bal,무도회
bet,비트
buk,버클
cep,양파
cir,구두약
dot,지참금
eĥ,메아리
fab,잠두
fac,면
fag,너도밤나무
fig,무화과
gal,담즙
gru,학
gum,고무
hal,홀
jug,멍에
kal,티눈
kaz,격
kub,입방체
lad,금속판
lak,락카
lap,우엉
lin,아마
lot,제비
luk,천창
mas,덩어리
mat,매트
nuk,목덜미
pap,교황
pav,공작
pig,까치
pus,고름
ran,개구리
ren,신장
rib,까치밥나무 열매
rim,운(韻)
rol,역할
ros,이슬
sag,화살
sin,품
ski,스키
sof,소파
tig,줄기
tuf,타래
tun,톤
vip,채찍
akci,주식
atom,원자
aven,귀리
bant,매듭
bark,바크선
bask,자락
bend,끈
blok,덩어리
bors,증권거래소
bovl,사발
brid,굴레
brut,가축
bukl,컬머리
bulb,구근
bulk,롤빵
cerv,사슴
cign,백조
ĉel,세포
dand,멋쟁이
diet,식이
dorn,가시
etap,단계
etat,명세서
feĉ,앙금
felt,펠트
frak,연미복
fraz,문장
fung,버섯
garb,단
gent,민족
glav,검
gobi,모샘치
gram,그램
greg,무리
grip,독감
grot,동굴
gudr,타르
ĝib,혹
heĝ,울타리
himn,찬가
ĥor,합창단
kaĉ,죽
kaĝ,새장
kaka,코코아
kakt,선인장
karn,살
karp,잉어
kejl,쐐기
kern,핵
klub,클럽
korv,까마귀
kosm,우주
kult,예배
laĉ,끈
lard,라드
larv,유충
lice,리세
likv,액체
lili,백합
maiz,옥수수
malv,접시꽃
mens,정신
menu,메뉴
miel,꿀
musk,이끼
muze,박물관
nuks,견과류
oper,오페라
oval,난형
palm,야자나무
palt,외투
pane,고장
perl,진주
pian,피아노
pice,전나무
pipr,후추
plag,재앙
prun,자두
pudr,분
punt,레이스
raci,이성
rent,임대료
ruin,폐허
rust,녹
situ,위치
sled,썰매
sorg,수수
spik,이삭
spur,발자국
stan,주석
sulk,고랑
takt,박자
tali,허리
tigr,호랑이
tort,파이
tram,전차
trup,단(團)
vaks,왁스
vejn,정맥
vesp,말벌
vind,포대기
zink,아연
afrik,아프리카
agent,대리인
akord,조화
akrid,메뚜기
aktor,배우
alarm,경보
ampol,앰풀
angil,장어
anser,거위
artik,관절
bacil,바실루스
bambu,대나무
banan,바나나
brand,브랜디
bronz,청동
buked,꽃다발
cigar,시가
cikad,매미
cinam,계피
cindr,재
cirkl,원
civit,자치시
ĉerk,관
debet,부채
diant,카네이션
dogan,관세
efekt,효과
ekran,화면
emajl,에나멜
event,사건
fabel,동화
fasad,정면
fason,재단
fluid,유체
fotel,안락의자
front,정면
funel,깔때기
ĝerm,배胚
hepat,간장
horde,보리
infer,지옥
ironi,아이러니
kaban,오두막
kahel,타일
kajut,선실
kamel,낙타
kanal,운하
kankr,가재
karaf,물병
kokos,코코넛
krani,두개
krest,볏
kukum,오이
kupon,쿠폰
kusen,쿠션
latun,황동
laŭb,정자
lekci,강의
lesiv,잿물
limak,민달팽이
logik,논리
lotus,연꽃
melon,멜론
moral,도덕
muzel,주둥이
nilon,나일론
ocean,대양
palat,구개
palis,말뚝
papag,앵무새
paser,참새
pensi,연금
peron,현관 층계
pilot,조종사
pland,발바닥
plast,플라스틱
porci,몫
princ,왕자
pupil,동공
rabat,할인
rafan,무
raŭp,유충
resum,요약
rimen,가죽끈
roman,소설
salat,샐러드
salik,버드나무
satir,풍자
sciur,다람쥐
sekal,호밀
sekci,부
senat,상원
split,조각
spong,해면
stadi,단계
statu,상태
sterk,비료
strig,올빼미
strut,타조
ŝink,햄
ŝtip,통나무
tapet,벽지
tarif,관세표
tegol,기와
tekst,본문
teras,테라스
tomat,토마토
tuber,혹
tunel,터널
velur,벨벳
veruk,사마귀
vezik,낭포
volum,권
adverb,부사
akcent,악센트
alaŭd,종달새
amator,아마추어
amerik,아메리카
arteri,동맥
asfalt,아스팔트
aŭtor,저자
barbir,이발사
buĝet,예산
bulten,회보
cikatr,흉터
cikoni,황새
cirkel,컴퍼스
daktil,대추야자
dialog,대화
ego/ist##,ego/ist##
eklezi,교회
emerit,정년퇴직자
eŭrop,유럽
fajenc,도토
fazeol,강낭콩
fontan,분수
formik,개미
formul,서식
fripon,사기꾼
furaĝ,사료
galoŝ,덧신
gvardi,친위대
ĝemel,쌍둥이
hangar,격납고
haring,청어
hazard,우연
hektar,헥타르
herold,전령
higien,위생
impuls,충격
insign,휘장
intest,장
jubile,기념제
karton,판지
kasked,모자
kavern,동굴
kirurg,외과의
klimat,기후
klinik,임상
kolegi,대학
kolomb,비둘기
kolumn,난
komedi,희극
konsul,영사
konval,은방울꽃
kornik,작은까마귀
kostum,의상
kredit,신용
kukurb,호박
kunikl,집토끼
kurent,전류
lacert,도마뱀
licenc,허가
maleol,발목
materi,물질
mirtel,월귤나무
monstr,괴물
oficir,장교
orator,연설가
papili,나비
pendol,진자
period,주기
persik,복숭아
pionir,개척자
planed,행성
platan,플라타너스
plural,복수
profet,예언자
prolet,무산자
pronom,대명사
reakci,반동
reĝim,정치체제
rivolu,회전
ruband,리본
skorpi,전갈
spinac,시금치
stamen,수술
statur,신장
surtut,외투
ŝakal,자칼
ŝaŭm,거품
teknik,기술
testud,거북이
torent,급류
trafik,교통
tumult,소동
turism,관광
turist,관광객
vertic,정점
viktim,희생자
violon,바이올린
vulkan,화산
vultur,독수리
abrikot,살구
akademi,학술원
alfabet,알파벳
alumini,알루미늄
ambasad,대사관
anekdot,일화
apertur,틈
apostol,사도
asemble,총회
bagatel,사소한 것
bakteri,박테리아
bandaĝ,붕대
bifstek,비프스테이크
budĝet,예산
burĝon,싹
central,중앙시설
cirkvit,회로
ĉar/um##,ĉar/um##
dimensi,차원
ekvator,적도
element,요소
epidemi,유행병
fantazi,환상
fenomen,현상
gelaten,젤라틴
general,장군
girland,화환
harmoni,조화
instanc,소송 단계
invalid,폐인
kaldron,가마솥
kaŝtan,밤
katalog,목록
kirurgi,외과술
kolonel,대령
komisar,위원
kompani,회사
koncept,개념
konkord,화합
konkurs,경기
koridor,복도
kristal,수정
lantern,랜턴
latitud,위도
medicin,의학
mineral,광물
minimum,최소량
ministr,장관
obstakl,장애물
orkestr,오케스트라
pacifik,태평양
palpebr,눈꺼풀
pantofl,슬리퍼
paradiz,천국
paralel,평행선
plastik,조형술
portret,초상화
princip,원리
program,프로그램
projekt,계획
proverb,속담
provinc,주
rendevu,약속
sin/ten##,sin/ten##
situaci,상황
stadion,경기장
subjekt,주제
teĥnik,기술
tendenc,경향
tinktur,염료
tradici,전통
tragedi,비극
traktat,조약
trumpet,트럼펫
uniform,제복
vegetal,식물
viadukt,고가교
volumen,부피
zoologi,동물학
atlantik,대서양
avantaĝ,유리한점
bracelet,팔찌
cirkuler,회람
dokument,문서
federaci,연합
generaci,세대
geografi,지리학
gramatik,문법
ĝendarm,헌병
horizont,수평선
individu,개인
kandidat,후보자
karnaval,카니발
kategori,범주
komun/um##,komun/um##
krokodil,악어
longitud,경도
maksimum,최대
marmelad,마멀레이드
monument,기념비
paraŝut,낙하산
pasaĝer,승객
pland/um##,pland/um##
porcelan,도자기
procent,퍼센트
profesor,교수
radiator,라디에이터
regiment,연대
rekt/angul##,rekt/angul##
sandviĉ,샌드위치
sindikat,노동조합
singular,단수
specimen,견본
spektakl,공연
substanc,물질
teritori,영토
vertikal,수직
ambasador,대사
aŭstrali,호주
centimetr,센티미터
ekspozici,전시회
inspektor,검사관
kalkan/um##,kalkan/um##
konfidenc,비밀 이야기
lokomotiv,기관차
matematik,수학
metalurgi,야금학
ministeri,부처
najtingal,나이팅게일
ortografi,철자법
parlament,국회
proletari,프롤레타리아
propozici,명제
psikologi,심리학
suplement,보충
termometr,온도계
elektronik,전자공학
helikopter,헬리콥터
horizontal,수평
komplement,보어
konsekvenc,귀결
konstituci,헌법
laboratori,연구실
leŭtenant,중위
mediterane,지중해
substantiv,명사
universitat,대학
s-ro##,s-ro##
s-ino##,s-ino##
sinjor/in##,sinjor/in##
alk,큰사슴
aln,오리나무
ann,안나
bed,묘상
boa,보아
buf,두꺼비
cim,빈대
col,인치
dam,귀부인
dig,제방
duk,공작
fav,황선
fok,물개
fut,피트
gad,대구
gam,음계
gri,거친 곡식
guf,부엉이
huz,철갑상어
kan,갈대
ken,수지재료
ker,하트
kil,용골
kuf,두건
kul,모기
kup,부항
laf,용암
lir,리라
lod,반온스
lol,독보리
mac,무교병
mel,오소리
mes,미사
mev,갈매기
muf,토시
muk,점액
mul,노새
nap,순무
peg,딱따구리
pol,폴란드인
pul,벼룩
rap,순무
rif,암초
rod,정박소
rot,중대
rub,잔해
rum,럼주
rus,러시아인
seb,수지
sel,안장
tez,명제
tul,튈
ulm,느릅나무
uln,척골
unc,온스
urn,항아리
vil,융모
abat,수도원장
acer,단풍나무
akar,진드기
alte,양아욱
alun,명반
amel,전분풀
anas,오리
angl,영국인
aniz,아니스열매
ankr,닻
arĉ,활
arde,왜가리
aren,투기장
atut,비결
avel,개암열매
aviz,통지
azot,질소
bast,인피
bert,벨타
blat,바퀴벌레
bram,잉어
bran,겨
burd,뒤영벌
cedr,서양삼나무
citr,치터
ĉam,샤무아
ĉan,격철
dogm,교리
drak,용
drog,약재
ebon,흑단
eter,에테르
fabl,우화
falk,매
fibr,섬유
flan,플란
flok,조각
flut,플루트
fraj,알
ftiz,폐결핵
gajl,오배자
gips,석고
glan,도토리
glim,운모
graf,백작
gril,귀뚜라미
gros,구스베리
gurd,손풍금
ibis,따오기
idol,우상
kalk,석회
kand,캔디
kard,엉겅퀴
karo,다이아몬드
kask,헬멧
kaze,응유
kegl,핀
klap,밸브
klav,키
kluz,수문
kojn,쐐기
koks,엉덩이
konk,조가비
kren,고추냉이
krep,크레이프
krop,모이주머니
krup,크루프
lake,하인
laks,설사
legi,군단
lent,렌즈콩
lepr,나병
lian,칡의 일종
lien,비장
link,스라소니
liut,류트
lojt,모캐
lorn,망원경
lumb,허리
lutr,수달
magi,마법
mana,마나
mari,마리아
mask,가면
maŝ,코
meĉ,심지
mejl,마일
ment,박하
merl,지빠귀
mesi,메시아
mili,조
mirh,미르라
mirt,도금양
misi,사명
mops,퍼그
most,포도즙
niĉ,벽감
omar,바다가재
opal,오팔
ostr,굴
paru,박새
peĉ,피치
pelv,대야
perk,농어
pest,페스트
petr,베드로
pini,잣나무
pips,조류 혀병
plik,규발병
plot,잉어과鱼
popl,포플러
pram,나룻배
sakr,천골
salm,연어
sepi,오징어
sofi,소피아
sorp,마가목 열매
spat,벽개성 광물
spin,척주
stab,참모부
step,초원
stip,줄기
stof,스토프
stup,삼부스러기
ŝak,체스
ŝal,숄
ŝam,세무革
taft,타프타
talp,두더지
tetr,꿩의 일종
tibi,경골
tili,보리수
tine,좀벌레
torf,토탄
trab,들보
tref,클로버
tril,트릴
trip,내장
trog,여물통
tron,왕좌
truf,송로버섯
trul,흙손
trut,송어
turd,지빠귀
turk,터키인
turt,비둘기
uter,자궁
ŭat,와트
vafl,와플
vals,왈츠
vekt,저울대
zebr,얼룩말
altar,제단
ambos,모루
anton,안톤
ardez,점판암
argil,점토
aspid,독사
balen,고래
barĉ,보르시치
boben,코일
brank,아가미
bubal,물소
bufed,뷔페
cejan,수레국화
dativ,여격
datur,독말풀
demon,악령
denar,데나리우스
deviz,좌우명
domen,도미노
embri,태아
emili,에밀리아
ermen,담비
ermit,은둔자
facet,단면
fazan,꿩
femur,대퇴
filik,양치류
flegm,냉담
fokus,초점
franc,프랑스인
frank,프랑
fring,되새류
galon,갤런끈
gazel,가젤
genot,사향고양이
georg,게오르그
gitar,기타
gland,샘
groŝ,그로셴
hebre,히브리인
heder,담쟁이
herez,이단
herni,탈장
hirud,거머리
hosti,성체
husar,경기병
ĥaos,혼돈
idili,목가
johan,요한
jozef,요셉
kalik,성배
kambi,어음
kamer,카메라
kanab,삼
kanap,소파
kapel,채플
kapon,거세 수탉
kapor,카포리 꽃봉오리
kapot,보닛
karas,붕어
karob,캐롭
katun,면포
kerub,케루브
kiras,갑옷
klaft,길이 단위
kloŝ,덮개
koaks,코크스
koleg,동료
kolon,기둥
komiz,점원
komod,옷장
konus,원뿔
kopek,코페크
koran,코란
kramp,꺽쇠
kring,크링글
krisp,주름装饰
krist,그리스도
kupol,돔형 천장
kvarc,석영
kvart,4도音程
lanug,솜털
laŭr,월계수
libel,잠자리
liken,지의류
livre,제복
loĝi,칸막이좌석
lupol,홉
lustr,샹들리에
luter,루터
medal,메달
meriz,들버찌
moned,갈가마귀
morus,뽕나무
moŝt,각하
negoc,거래
nobel,귀족
novic,초심자
